fração_id,condominio,bloco,andar,porta,tipo_fracao,area_m2,quota_mensal,proprietario_nome,proprietario_nif,data_aquisicao,valor_aquisicao,situacao
FR1380,Condomínio Central,C,3,3A,T3,121.7,178.18,Fernando Raposo Fernandes,243946967,2014-06-15,,Ocupada
FR2050,Residencial Atlântico,B,2,2C,T2,,108.08,João Alves Raposo,297766163,2025-01-11,208923.87,Ocupada
FR0806,Torres do Sol,Torre1,9,9C,T2,81.3,149.45,Manuel Pinto Raposo,160673232,2020-02-14,158243.83,Ocupada
FR0072,Torres do Sol,Torre1,6,6F,T1,64.2,117.78,José Matos Neves,198372067,2016-02-02,153496.35,Arrendada
FR1473,Residencial Atlântico,A,2,2F,T3,,126.31,Paulo Oliveira Reis,274208004,2014-12-30,176293.26,Ocupada
FR0033,Residencial Atlântico,C,5,5A,T2,75.3,87.46,Bruno Carvalho Neves,209791664,2006-11-09,76498.15,Ocupada
FR1540,Condomínio Central,C,6,6B,T1,51.6,79.13,Raquel Jesus Oliveira,85395394,2015-12-14,60949.79,Arrendada
FR0644,Jardins da Cidade,Norte,7,7D,T3,118.8,119.85,Carlos Cardoso Rocha,1264048255,2014-06-16,164412.64,Arrendada
FR2022,Torres do Sol,Torre 1,-1,G50,Garagem,87.4,155.74,Daniela Ribeiro Teixeira,173573712,2015-03-18,73414.63,Vazia
FR1571,Residencial Atlântico,A,8,8C,T1,59.3,74.76,João Almeida Martins,181470353,2009-01-29,98101.61,Vazia
FR2462,Jardins da Cidade,norte,1,1B,T3,128.5,134.91,Vasco Antunes Nunes,238175165,2024-10-26,239824.56,Em obras
FR1874,Quinta das Palmeiras,B,-1,G47,Garagem,72.7,64.24,Filipa Lopes Pires,296955881,,109928.32,Ocupada
FR1682,Condomínio Central,D,10,10F,T2,89.4,139.04,Marta Cruz Silva,270972217,2016-08-11,140501.69,Em obras
FR0046,Condomínio Central,B,1,1D,T3,122.4,179.9,Filipa Simões Cruz,265617749,2015-12-08,233226.24,Arrendada
FR1944,Quinta das Palmeiras,b,3,3B,T2,74.3,78.69,Pedro Gonçalves Lopes,171210867,2023-05-17,75228.33,Ocupada
FR1413,Jardins da Cidade,Norte,5,5F,T2,87.3,87.55,Hugo Correia Cardoso,161128161,2023-06-26,202446.1,Ocupada
FR1771,Quinta das Palmeiras,B,6,6A,T1,49.5,51.23,Tiago Ramos Sousa,141709926,2006-10-10,26258.55,Ocupada
FR1119,Torres do Sol,Torre 2,10,10C,T3,123.2,224.65,Hugo Antunes Pereira,269653157,2008-11-10,187452.9,Ocupada
FR0610,Residencial Atlântico,A,3,3B,T2,70.2,85.95,Teresa Neves Carvalho,260928414,2021-08-30,128278.04,Ocupada
FR1375,Residencial Atlântico,C,4,4C,T3,104.9,132.8,Inês Sousa Moreira,135635801,2006-01-20,98470.75,Arrendada
FR2097,Quinta das Palmeiras,B,5,5B,T2,93.2,85.93,Rui Teixeira Pires,288706552,2020-02-06,161775.9,Arrendada
FR2009,Residencial Atlântico,c,4,4E,T1,49.2,59.1,Marco Cruz Fonseca,243971148,2022-10-20,90530.25,Ocupada
FR0864,Condomínio Central,C,0,Loja A,Loja,99.3,-142.77,Catarina Reis Teixeira,145781677,2009-12-11,136219.68,Ocupada
FR2276,Quinta das Palmeiras,A,6,6B,T2,97.3,101.04,Nuno Jesus Almeida,223561285,2017-06-12,156585.25,Ocupada
FR0028,Jardins da Cidade,Sul,3,3C,T2,75.0,84.46,Alexandra Ribeiro Jesus,145325977,2019-11-18,110127.69,Ocupada
FR1495,Quinta das Palmeiras,A,2,2F,T2,73.5,69.76,Cristina Santos Ferreira,146531316,2009-07-24,65798.96,Arrendada
FR2255,Quinta das Palmeiras,b,2,2E,T3,102.4,104.42,Carlos Teixeira Ramos,135438693,2011-04-19,122299.21,Ocupada
FR2379,Condomínio Central,C,0,Loja B,Loja,87.5,129.81,Ricardo Fernandes Jesus,229512798,2013-11-08,138572.44,Ocupada
FR1738,Condomínio Central,C,8,8A,T3,132.3,197.07,Sofia Alves Cruz,54231161,2007-09-17,162032.87,Arrendada
FR0095,Torres do Sol,Torre 1,6,6B,T3,108.8,196.16,Paulo Matos Gomes,258587548,2005-10-22,108242.88,Ocupada
FR1341,Jardins da Cidade,norte,0,0A,T3,131.7,143.91,José Cunha Almeida,233481969,2018-04-20,188115.65,Ocupada
FR1070,Jardins da Cidade,Norte,6,6C,T2,97.4,102.44,Mónica Cardoso Marques,175782467,2014-11-17,144705.31,Arrendada
FR2224,Residencial Atlântico,B,8,8C,T1,56.9,68.24,Paulo Ramos Jesus,108096253,2006-05-30,65297.44,Vazia
FR2072,Residencial Atlântico,A,5,5B,T3,117.9,144.44,Teresa Neves Pires,117539255,2019-08-15,283704.33,Ocupada
FR1863,Vila Verde,a,3,3E,T2,94.6,71.73,Inês Marques Oliveira,190948024,2007-07-16,91099.58,Ocupada
FR0371,Vila Verde,a,2,2B,T1,69.6,0.0,Rita Fernandes Neves,283966354,2019-02-24,162532.08,Arrendada
FR0597,Residencial Atlântico,B,3,3E,T2,92.6,113.11,José Oliveira Ribeiro,233440012,2014-06-26,123353.3,Arrendada
FR1565,Quinta das Palmeiras,b,6,6B,T3,130.4,139.24,António Marques Soares,244245342,2019-05-28,328468.88,Arrendada
FR0759,Condomínio Central,D,6,6B,T4,143.5,207.84,Maria Martins Mendes,202542838,2009-07-02,148033.59,Ocupada
FR0973,vila verde,a,1,1F,T1,57.5,48.68,Miguel Ferreira Cruz,240591859,2014-04-22,44890.58,Arrendada
FR0862,Torres do Sol,Torre 1,7,7E,T2,,134.12,Ana Pinto Neves,213882472,2009-10-31,83963.23,Vazia
FR2089,Quinta das Palmeiras,A,3,3F,T0,33.1,34.79,Hugo Marques Matos,227299880,2009-09-24,41653.36,Em obras
FR1506,Torres do Sol,Torre 2,6,6C,T1,58.4,100.19,Jorge Pinto Santos,296318725,2019-08-12,96131.64,OCUPADA
FR0854,Torres do Sol,Torre 2,8,8F,T2,92.7,160.65,Alexandra Alves Martins,197892436,2023-05-20,218965.79,Arrendada
FR1528,Condomínio Central,B,8,8F,T1,52.5,79.38,Vítor Monteiro Matos,141437045,2006-09-01,48151.73,Ocupada
FR2369,Condomínio Central,B,9,9C,T2,72.6,105.12,Fernando Vieira Cunha,72817814,2011-11-04,108447.87,Ocupada
FR0606,Jardins da Cidade,Sul,2,2D,T2,81.4,91.0,André Moreira Fonseca,145451295,2023-11-30,151474.91,Ocupada
FR0384,Vila Verde,a,0,Loja C,Loja,84.2,67.24,Alexandra Ferreira Rocha,114658636,2024-09-26,,Ocupada
FR0139,Torres do Sol,Torre1,3,3D,T2,7.6,12.83,Tiago Neves Machado,258996522,2022-12-02,28036.95,Em obras
FR0480,Quinta das Palmeiras,b,4,4E,T1,67.0,72.45,Vítor Costa Martins,208029487,2023-12-22,148155.22,
FR1415,Torres do Sol,Torre 2,9,9A,T3,114.0,206.72,Raquel Fonseca Oliveira,260546496,2016-03-28,293821.02,Vazia
FR0353,Quinta das Palmeiras,B,1,1D,T1,54.0,57.85,Raquel Carvalho Neves,115419234,2008-09-01,69222.57,Ocupada
FR2203,Torres do Sol,Torre 2,0,Loja C,Loja,75.7,13908.000000000002,Fernando Antunes Vieira,213120360,2007-11-29,54677.52,Arrendada
FR1281,Torres do Sol,Torre1,6,6F,T2,82.4,140.26,Paula Coelho Carvalho,279607194,2020-03-28,219555.21,Ocupada
FR2386,Residencial Atlântico,c,3,3A,T3,113.1,140.05,Jorge Simões Ramos,232314904,2019-07-01,205376.66,Ocupada
FR1324,Jardins da Cidade,Sul,4,4B,T3,127.6,152.44,Sofia Machado Raposo,168284683,2007-12-15,97644.57,Ocupada
FR0222,Jardins da Cidade,Norte,1,1B,T0,33.0,40.6,Paula Lopes Antunes,141320128,2024-12-29,71841.05,Vazia
FR0804,Jardins da Cidade,norte,7,7B,T2,77.2,79.0,  Patrícia Gonçalves Cardoso  ,176013218,2021-03-19,104125.53,Arrendada
FR0213,Jardins da Cidade,Sul,6,6F,T1,51.3,54.83,Manuel Neves Gomes,130229471,2024-10-18,100869.81,Ocupada
FR0910,Torres do Sol,Torre 2,8,8B,T3,123.8,213.64,Rosa Ramos Reis,216802503,2018-04-25,279688.67,Arrendada
FR2494,Condomínio Central,A,0,Loja D,Loja,76.9,113.56,Sofia Vieira Lopes,118573171,2007-09-13,88671.52,Arrendada
FR1678,Quinta das Palmeiras,b,3,3D,T2,74.2,74.24,Sofia Cardoso Oliveira,248164010,2023-09-14,165434.12,
FR1643,Torres do Sol,Torre1,4,4B,T3,105.1,194.41,André Pires Lopes,137125885,2009-04-11,80577.36,Arrendada
FR1915,Torres do Sol,Torre 2,4,4B,T 2,73.6,130.81,Teresa Soares Machado,286561688,2025-05-08,182360.72,Arrendada
FR0234,Residencial Atlântico,c,5,5E,T3,123.0,155.04,Joana Mendes Correia,136038492,2009-04-23,155759.85,Vazia
FR1229,Residencial Atlântico,c,5,5F,T2,70.1,82.9,Vasco Rodrigues Cardoso,119670583,2016-06-17,148447.57,Vazia
FR1004,Quinta das Palmeiras,A,2,2F,T2,74.1,82.26,Raquel Simões Fonseca,238158666,2015-03-18,73118.68,Em obras
FR0189,Vila Verde,a,1,1D,T3,130.3,101.08,Daniela Reis Nunes,152703073,2022-04-05,162831.3,Arrendada
FR0673,Condomínio Central,D,10,10F,T1,53.2,85.58,Teresa Mendes Pereira,242543457,2016-04-22,122877.03,Arrendada
FR2465,Torres do Sol,Torre1,12,12D,T1,68.3,131.17,Francisco Teixeira Fonseca,159993505,2016/05/21,107278.64,Vazia
FR1443,Jardins da Cidade,Sul,5,5B,T1,58.7,64.65,Inês Soares Costa,12345678,2014-02-28,73469.2,Ocupada
FR1057,Condomínio Central,D,7,7D,T1,65.7,91.4,Francisco Vieira Fonseca,185630463,2010-12-16,66966.8,Arrendada
FR0147,Residencial Atlântico,B,-1,G62,Garagem,86.9,99.96,Raquel Raposo Ramos,235326164,2007-07-08,93598.6,Arrendada
FR2271,Torres do Sol,Torre1,2,2B,T2,94.1,167.67,Daniela Cunha Ferreira,147871331,2010-10-03,53603.69,Em obras
FR2322,Quinta das Palmeiras,B,0,0C,T2,97.7,91.77,Rui Antunes Costa,221309166,2013-07-15,154313.39,Ocupada
FR0032,Residencial Atlântico,B,1,1F,T2,87.5,110.23,Luis  Sousa  Carvalho,179300456,2018-12-20,169340.45,Arrendada
FR0713,Quinta das Palmeiras,A,5,5F,T2,71.2,77.07,Catarina Rodrigues Sousa,291357473,2014-07-31,94910.37,Arrendada
FR1315,Jardins da Cidade,norte,1,1D,T3,122.1,138.97,João Santos Cruz,185121858,,164693.62,Vazia
FR2469,Quinta das Palmeiras,b,-1,G78,Garagem,82.4,94.71,Ana Oliveira Machado,213865412,2006-04-21,55332.45,Arrendada
FR2074,Quinta das Palmeiras,b,5,5F,T4,179.0,182.31,Gonçalo Cardoso Correia,206177732,2006-09-10,173135.45,Ocupada
FR2164,Jardins da Cidade,norte,5,5B,T2,97.3,103.99,Fernando  Neves  Antunes,153606349,2016-07-30,138378.91,Vazia
FR2311,Jardins da Cidade,Sul,4,4A,T2,91.4,95.14,Hugo Ribeiro Lopes,212461288,2023-03-22,215936.88,Ocupada
FR1426,Vila Verde,a,-1,G98,Garagem,94.1,85.38,Daniela Costa Raposo,148992373,2024-03-24,135014.46,OCUPADA
FR1105,Condomínio Central,C,0,Loja C,Loja,85.9,13271.0,Paula Marques Monteiro,224991768,2009-02-27,103076.63,Arrendada
FR1466,Condomínio Central,C,5,5D,T2,88.7,127.67,Beatriz Vieira Alves,121165193,2015-01-10,205493.8,Ocupada
FR0585,Condomínio Central,A,2,2E,T4,159.4,238.18,Tiago Fernandes Almeida,243866285,2008-03-01,173501.22,Arrendada
FR0282,Torres do Sol,Torre1,0,0A,T4,148.7,271.48,Marco Monteiro Santos,280774558,2023-01-19,416384.48,Arrendada
FR1766,Residencial Atlântico,B,7,7C,T3,122.6,142.08,Ana Silva Lopes,107646466,2021-02-02,259756.55,Arrendada
FR0422,Vila Verde,a,3,3E,T2,70.9,54.3,Mónica Carvalho Pinto,227354978,2024-02-28,161063.27,Em obras
FR0510,Jardins da Cidade,Norte,3,3D,T1,46.5,50.5,Bruno Rodrigues Rocha,207969878,2013-06-22,45623.1,Ocupada
FR2430,Condomínio Central,D,0,Loja A,Loja,84.5,118.66,Ana Lopes Vieira,138461633,2022-06-15,162630.1,Arrendada
FR2482,Vila Verde,A,0,Loja B,Loja,90.9,69.35,Paula Ramos Neves,188405844,2012-08-03,91497.74,Ocupada
FR1302,Residencial Atlântico,B,0,0B,T3,102.2,120.96,Patrícia Coelho Marques,206784702,2012/09/21,48008.74,Vazia
FR0235,Vila Verde,A,4,4A,T0,44.9,38.71,Pedro Cardoso Rodrigues,125387252,2013-11-24,96858.42,Ocupada
FR1959,Torres do Sol,Torre 2,2,2E,T1,68.3,119.18,Jorge Rodrigues Marques,259697806,2010-12-17,61563.0,Arrendada
FR2083,Residencial Atlântico,A,5,5C,T2,96.6,110.62,Paulo Cardoso Alves,138408181,2022/10/04,159190.94,Ocupada
FR0374,Vila Verde,a,-1,G61,Garagem,71.4,60.46,Vítor Teixeira Pires,188569827,2010-11-26,140353.68,Ocupada
FR2031,Vila Verde,A,2,2F,T3,104.1,92.21,MARCO PEREIRA MATOS,195250505,2020-07-18,275757.53,arrendada
FR0924,Quinta das Palmeiras,B,1,1B,T3,130.9,138.66,Vítor Oliveira Costa,161586556,2006-07-11,95772.44,Arrendada
FR2383,Condomínio Central,A,8,8C,T2,78.8,110.94,Mónica Antunes Ramos,219109397,2008-11-08,57293.16,Ocupada
FR2445,Condomínio Central,A,0,0F,T3,110.8,158.83,António Pereira Jesus,217904605,2019-10-01,215038.53,Ocupada
FR2036,Jardins da Cidade,Norte,6,6E,T1,65.2,68.03,Paulo Moreira Marques,218576173,2012-10-07,106420.59,Em obras
FR1910,Condomínio Central,C,4,4E,T3,137.8,190.44,Joana Soares Cardoso,136303548,2023-06-20,279779.0,Arrendada
FR0523,Vila Verde,A,3,3E,T2,77.4,48.65,Bruno Pereira Cruz,113114610,2014-08-03,,Ocupada
FR1438,Condomínio Central,B,9,9B,T3,133.4,197.25,Nuno  Costa  Reis,230876683,2015-09-30,,Arrendada
FR1861,Jardins da Cidade,Sul,0,0A,T0,42.5,51.65,Rosa Raposo Raposo,224741219,2007-01-11,31148.99,Arrendada
FR2374,Torres do Sol,Torre1,7,7C,T2,83.4,146.53,Paula Carvalho Ramos,208747908,2010.07.10,106849.17,Ocupada
FR0098,Condomínio Central,C,0,0A,t3,109.1,161.25,Teresa Pires Jesus,237144914,2006-02-10,66351.95,Em obras
FR0507,Torres do Sol,Torre 1,1,1A,T3,100.4,178.37,Carla Rocha Cardoso,214032932,2019-03-12,97418.54,OCUPADA
FR1616,Residencial Atlântico,C,6,6F,T2,75.2,97.89,Mónica Jesus Machado,176759596,2025-02-12,207190.55,Ocupada
FR0718,Vila Verde,A,3,3F,T2,70.0,50.55,Ricardo Raposo Ferreira,208479080,2006-06-12,52321.01,Ocupada
FR1133,Quinta das Palmeiras,b,-1,G6,Garagem,80.9,80.17,Francisco Gonçalves Neves,218093680,2019-07-29,139296.34,Ocupada
FR1986,Vila Verde,a,1,1A,T1,60.7,53.89,Sofia Simões Sousa,218292524,2017-03-10,77002.49,Ocupada
FR0886,Jardins da Cidade,norte,2,2A,T3,138.6,152.07,Beatriz Rocha Reis,256412977,2010-03-27,230671.04,Ocupada
FR1924,Torres do Sol,Torre 1,10,10C,T2,76.6,141.8,Miguel Rocha Matos,209538456,2021-04-03,215177.75,Em obras
FR1138,Jardins da Cidade,Sul,3,3B,T1,61.9,67.37,Paulo Pinto Marques,144566091,,73989.2,
FR0421,Condomínio Central,A,4,4C,T1,51.7,79.44,Carla Almeida Gomes,253297065,2009-04-15,79889.5,Arrendada
FR1485,Jardins da Cidade,Sul,-1,G44,Garagem,99.7,100.84,Tiago Pereira Monteiro,117941853,2016/08/15,80085.9,Ocupada
FR1628,Residencial Atlântico,C,8,8F,T1,53.3,77.93,Rui Correia Carvalho,177633214,2020-12-25,114540.82,Arrendada
FR0051,Quinta das Palmeiras,A,4,4A,T4,153.1,152.49,Hugo Oliveira Mendes,184702387,2006-04-23,112729.2,Arrendada
FR1839,Condomínio Central,B,6,6A,T2,95.0,136.61,Marta Sousa Fonseca,146947537,2023-12-10,213922.95,Ocupada
FR1218,jardins da cidade,Sul,6,6C,T2,96.7,116.62,Daniela Lopes Costa,254665375,2010-05-05,114707.81,Ocupada
FR1981,Torres do Sol,Torre 2,10,10B,T1,69.0,129.55,sofia simões cardoso,125080533,,78301.48,ocupada
FR0738,Vila Verde,a,4,4E,T2,91.0,68.54,Cristina Fonseca Nunes,186766536,2010-04-26,39626.74,Vazia
FR2241,Residencial Atlântico,C,1,1C,T2,91.3,110.09,António Monteiro Santos,222287850,2008-08-29,45990.97,Ocupada
FR0123,Vila Verde,A,4,4B,T0,39.9,40.0,Ana Silva Almeida,253037290,2018-05-11,89644.32,Arrendada
FR2082,Vila Verde,a,3,3B,T3,114.9,89.43,Ana Martins Sousa,160314881,2020-09-06,285550.37,Arrendada
FR0722,Residencial Atlântico,C,0,0E,T1,54.3,60.06,Vasco Ramos Gomes,231254027,2007-06-05,66787.19,Arrendada
FR1239,Torres do Sol,Torre 2,4,4E,T3,,195.2,Rita Fonseca Vieira,269575621,2017-10-05,118394.38,
FR1656,Condomínio Central,C,7,7C,T3,106.6,168.54,Mónica Santos Marques,115395793,2005-10-24,53235.0,Ocupada
FR0805,Torres do Sol,Torre 1,-1,G86,Garagem,71.7,127.96,Jorge Sousa Marques,156044183,2019-01-24,170455.73,Arrendada
FR1307,Condomínio Central,A,8,8C,T4,151.1,235.72,André Sousa Gomes,201774665,2021-01-20,283684.32,Ocupada
FR0541,Vila Verde,a,1,1B,T4,142.6,108.0,Manuel Ramos Mendes,156736886,2023-09-02,221591.73,Arrendada
FR1819,Torres do Sol,Torre 1,4,4A,T3,138.2,254.36,Filipa Coelho Gomes,177979022,2023-08-11,222838.49,Ocupada
FR1391,Torres do Sol,Torre 1,3,3C,T0,43.3,84.24,Ricardo  Lopes  Fonseca,222908403,2019-08-10,66546.7,Arrendada
FR0461,Jardins da Cidade,norte,5,5A,T3,138.3,161.91,Jorge Correia Oliveira,104038540,2019-08-27,244326.89,
FR0937,Torres do Sol,Torre 2,5,5B,T3,110.6,199.5,Catarina Mendes Mendes,73269677,2023-03-09,274976.7,Ocupada
FR1242,Torres do Sol,Torre1,9,9F,T1,56.8,102.22,Inês Simões Pires,223073359,2021-11-04,99913.22,Arrendada
FR2033,Torres do Sol,Torre 1,8,8A,T3,108.5,186.51,Isabel Pires Marques,187601117,2011-01-20,119102.85,Vazia
FR1532,Torres do Sol,Torre 1,9,9C,T3,105.1,187.0,António Pereira Fonseca,209356295,2006.02.16,123703.01,Arrendada
FR1913,Residencial Atlântico,A,7,7A,T2,86.1,106.77,Cristina Rodrigues Silva,202803355,2012-07-18,124247.56,Arrendada
FR2260,Condomínio Central,D,1,1E,T2,87.1,132.45,Vítor Pires Ribeiro,282469425,2025-04-24,176554.51,Ocupada
FR1431,Jardins da Cidade,Sul,6,6C,T2,91.0,101.8,Carla Monteiro Soares,183246029,2008-01-24,88344.46,Arrendada
FR0945,Residencial Atlântico,A,0,Loja B,Loja,95.9,119.96,António Silva Ramos,215210090,2024-05-15,126430.62,Arrendada
FR0010,Torres do Sol,Torre 1,8,8A,T3,101.3,185.3,Tiago Cardoso Matos,251358994,2021-02-12,168460.72,Vazia
FR1392,Jardins da Cidade,norte,-1,G86,Garagem,99.9,109.2,Daniela Alves Mendes,242594072,2019-01-09,201402.71,Arrendada
FR0221,Jardins da Cidade,Norte,-1,G28,Garagem,93.9,99.68,Rita Simões Martins,105734156,2010-01-30,92507.77,Ocupada
FR1042,Torres do Sol,Torre 1,9,9E,T3,119.7,220.7,Filipa Mendes Pereira,274560545,2018-12-01,108420.98,Arrendada
FR0307,Condomínio Central,A,0,0B,T1,46.5,64.78,Rui Carvalho Pinto,249045937,2017-10-27,81656.27,Ocupada
FR2117,Torres do Sol,Torre 2,7,7E,T3,118.8,201.54,Daniela Coelho Reis,00000000,2025-06-12,304416.63,Ocupada
FR0827,Torres do Sol,Torre 1,-1,G68,Garagem,91.8,163.45,Manuel Correia Coelho,236027773,2020-09-09,163481.19,Arrendada
FR1566,Torres do Sol,Torre1,8,8C,T1,45.1,77.4,Helena Rocha Gonçalves,213567508,2020-03-07,91224.09,Ocupada
FR0604,Torres do Sol,Torre 1,-1,G55,Garagem,71.8,139.04,Sara Costa Raposo,123195615,2012-06-05,100330.02,Arrendada
FR1877,Jardins da Cidade,Norte,0,0F,T0,42.0,49.49,Sara Ferreira Costa,275882401,2013-06-18,51455.86,Arrendada
FR1998,Vila Verde,A,4,4C,T2,91.2,73.58,Sofia Neves Pinto,264756101,2011-05-29,155706.88,Arrendada
FR0324,Jardins da Cidade,norte,0,G56,Garagem,99.2,111.35,Isabel Raposo Alves,175750483,2011-03-08,87747.63,Arrendada
FR2191,Jardins da Cidade,Norte,0,Loja A,Loja,88.1,103.22,Mónica Ferreira Costa,257225953,2006-05-31,89841.58,Em obras
FR0430,Torres do Sol,Torre1,0,Loja A,Loja,92.6,170.13,Fernando Machado Mendes,166738365,2021-04-28,118550.49,Arrendada
FR1437,Jardins da Cidade,norte,1,1D,T2,91.7,96.69,Miguel Carvalho Alves,122644450,2022-06-24,221550.8,Em obras
FR0316,Residencial Atlântico,c,1,1A,T3,126.2,153.47,Alexandra Lopes Reis,187241445,,227861.38,Ocupada
FR0943,Quinta das Palmeiras,A,0,0B,T2,71.3,71.82,Gonçalo Simões Pinto,292293207,2020-12-01,103379.29,Ocupada
FR0481,Jardins da Cidade,norte,2,2F,T3,105.9,121.33,Maria Correia Ramos,130607023,2012-02-03,67208.64,Ocupada
FR0216,Torres do Sol,Torre1,9,9D,T1,69.1,128.35,Vítor Lopes Raposo,293607104,2008-03-07,64408.74,Arrendada
FR1783,Jardins da Cidade,Norte,5,5B,T3,125.5,147.89,Catarina Antunes Cardoso,245491625,2009-03-12,164343.95,Em obras
FR1001,jardins da cidade,norte,7,7D,T1,55.9,63.22,Inês Soares Lopes,259419321,2011-02-28,59520.74,Arrendada
FR2188,Residencial Atlântico,A,-1,G3,Garagem,91.3,107.44,Marta Ramos Almeida,280427990,2012-03-11,91434.39,Arrendada
FR1316,Condomínio Central,D,1,1B,T3,138.1,205.22,Manuel Almeida Fonseca,260416334,2009-01-18,221329.04,Ocupada
FR0676,Torres do Sol,Torre 1,9,9F,T2,,155.14,Teresa Alves Monteiro,283961057,2008-02-26,96674.87,Ocupada
FR1826,Residencial Atlântico,C,5,5A,T1,54.5,63.12,Cristina Oliveira Pires,118468070,2021-06-27,122432.31,Ocupada
FR0500,Jardins da Cidade,Norte,6,6B,T3,128.3,0.0,Hugo Ferreira Reis,153211258,2021-10-22,197770.66,Ocupada
FR0822,Condomínio Central,A,6,6D,T2,70.2,99.82,Nuno Cruz Cruz,199588059,2018-07-15,182974.86,OCUPADA
FR2254,Condomínio Central,A,-1,G74,Garagem,76.5,115.27,Ricardo Antunes Soares,170736848,2011-01-19,85616.69,Arrendada
FR2226,Condomínio Central,D,4,4A,T2,88.6,134.82,Rui Gonçalves Cruz,110717091,2022-11-29,196393.14,Ocupada
FR1597,Torres do Sol,Torre 2,7,7E,T3,123.0,209.42,Jorge Carvalho Moreira,168455531,2024-04-11,178960.56,Ocupada
FR1583,Vila Verde,A,3,3A,T2,95.0,77.37,Isabel Ribeiro Ramos,257633713,2012-05-09,57806.75,Arrendada
FR0807,Residencial Atlântico,C,0,0D,T4,158.8,194.55,Paulo Cardoso Silva,144542458,2013-12-29,260557.0,Arrendada
FR0366,Jardins da Cidade,Norte,6,6C,T1,53.1,58.8,Bruno Correia Cruz,132189463,2014-11-06,89488.04,Ocupada
FR1933,Jardins da Cidade,Sul,5,5C,T2,97.8,103.15,Alexandra Cardoso Fernandes,296593074,2015-04-18,109796.69,Arrendada
FR1789,Vila Verde,a,3,3C,T2,91.8,74.03,Sara Martins Ferreira,296505586,2019-09-13,179648.74,Vazia
FR2354,Quinta das Palmeiras,B,2,2E,T1,60.9,64.16,Helena Cunha Costa,197502820,2023-01-21,80266.03,Arrendada
FR2450,Jardins da Cidade,Norte,1,1F,T2,96.7,100.98,André Costa Rodrigues,296183508,2010-08-22,109804.21,
FR1006,Vila Verde,A,-1,G95,Garagem,74.0,53.01,António Simões Coelho,216606499,2019-12-21,141652.82,Ocupada
FR2085,Torres do Sol,Torre1,9,9C,T3,106.7,195.45,Bruno Soares Fernandes,158696195,2021-12-08,184800.37,Vazia
FR0295,Vila Verde,A,0,0D,T2,87.1,70.09,Rui Almeida Simões,2134359800,2014-02-20,72431.21,Em obras
FR1069,Torres do Sol,Torre 2,3,3B,T1,53.7,95.68,Gonçalo Antunes Marques,233432369,2011-08-08,62907.27,Ocupada
FR0593,Jardins da Cidade,norte,2,2F,T2,97.1,100.42,Filipa Carvalho Moreira,199569773,2007-01-28,60789.97,Ocupada
FR0762,Torres do Sol,Torre1,0,Loja B,Loja,96.6,180.23,Diogo Neves Gonçalves,105484985,2016-09-18,117884.29,OCUPADA
FR1860,Jardins da Cidade,Sul,1,1D,T1,58.2,62.15,Cristina Martins Santos,297759142,2016-03-14,116025.24,Ocupada
FR1511,Residencial Atlântico,c,4,4E,T3,122.1,136.14,Daniela Lopes Costa,207078993,2020-01-17,,Em obras
FR1021,Jardins da Cidade,Sul,0,0A,T3,129.6,145.83,Miguel Mendes Antunes,234108780,2024-03-04,231562.57,ARRENDADA
FR2133,Condomínio Central,B,8,8F,T2,73.0,116.01,Rui Almeida Costa,214588898,2015-09-21,102756.33,Vazia
FR2163,Vila Verde,a,4,4F,T4,189.3,147.6,Francisco Fonseca Oliveira,208152752,2022-01-02,362573.01,Vazia
FR0043,Condomínio Central,B,10,10E,T2,84.1,122.82,Marta Costa Ribeiro,250622435,2019-07-17,162788.07,Ocupada
FR2144,Torres do Sol,Torre1,7,7F,T1,65.1,113.95,Cristina Sousa Silva,167566712,2010-08-23,73275.99,Arrendada
FR2151,Condomínio Central,C,0,Loja C,Loja,80.0,120.25,Alexandra Silva Martins,197061509,2022-03-27,154768.71,Arrendada
FR1798,Torres do Sol,Torre 2,1,1E,T1,66.8,123.35,Tiago Marques Santos,163250456,2021-08-26,122496.37,Arrendada
FR1449,CONDOMÍNIO CENTRAL,D,8,8D,T3,101.4,150.74,Tiago Gomes Neves,194175422,2010-02-01,126638.01,Vazia
FR0825,Quinta das Palmeiras,B,0,0A,T1,61.8,62.33,Alexandra Rocha Carvalho,228331290,2007-01-13,,Vazia
FR1894,Jardins da Cidade,norte,4,4C,T2,81.8,89.0,Helena Raposo Pereira,197497660,2022-08-13,172169.16,Vazia
FR0485,Torres do Sol,Torre 2,4,4B,T2,73.8,126.61,Mónica Jesus Pinto,215547259,2023-01-21,151228.93,Arrendada
FR1724,Vila Verde,A,2,2E,T1,52.0,40.8,André Pires Rodrigues,132874277,2013-03-18,56868.12,Arrendada
FR0227,Quinta das Palmeiras,B,-1,G4,Garagem,93.3,92.95,Raquel Simões Costa,199734374,2011-05-31,101238.43,Ocupada
FR0186,Torres do Sol,Torre 1,7,7E,T1,69.9,122.99,Sara Gomes Simões,137539387,2018-12-25,125002.89,Arrendada
FR0527,Torres do Sol,Torre 2,12,12E,T4,,2662.49,Alexandra Lopes Alves,177948203,2023-06-12,5411351.63,Arrendada
